e,n,v
-122,-191,155
-161,-124,163
-200,-57,171
-156,11,145
-112,78,118
-68,29,92
-24,-20,65
-52,-68,39
-79,-24,-51
-106,20,-142
-134,63,-57
-161,62,28
-151,60,112
-142,58,69
-132,56,26
-122,54,-17
-109,52,-60
-96,51,-103
-83,49,-72
-60,153,-41
-37,257,-10
-15,361,20
-70,304,51
-125,247,82
-181,190,112
-91,124,79
-2,57,46
88,-10,13
177,10,-20
267,29,-10
356,49,0
314,68,10
272,88,20
229,107,23
200,127,26
171,133,29
142,139,-3
161,145,-36
181,151,-68
200,107,-94
220,63,-119
239,20,-145
161,-24,-170
83,-46,-195
5,-67,-86
-73,-88,23
-151,-119,133
-197,-150,242
-242,-181,352
-287,-59,286
-332,63,220
-325,186,154
-318,107,88
-312,29,60
-305,-171,33
-298,-371,5
-356,-391,-51
-415,-410,-107
-474,-301,-55
-415,-192,-3
-356,-83,49
-298,-50,78
-123,-17,107
51,15,137
226,48,166
400,81,88
537,114,10
674,146,-68
811,87,2
785,27,73
758,-33,144
732,-93,215
573,-32,124
413,29,33
254,218,-58
120,407,-148
-15,596,-239
114,574,-317
243,552,-396
371,218,-296
278,-116,-197
5,-449,-98
-269,-601,2
-133,-752,101
2,-685,200
137,-618,425
55,-551,649
-28,-483,620
-110,-459,591
-192,-435,461
-274,-410,330
-356,-386,200
-313,-361,142
-269,-216,83
-225,-71,112
-59,74,142
107,220,171
273,212,52
439,205,-67
463,198,-186
486,190,-342
509,262,-498
532,334,-496
628,406,-494
724,479,-492
820,417,-490
769,355,-488
718,293,-374
479,231,-260
239,169,-146
0,107,-31
-239,-37,83
-479,-181,103
-474,-142,122
-469,-104,142
-464,-66,148
-557,-28,155
-649,11,161
-553,49,91
-457,-29,21
-360,-107,-49
-264,-186,-107
-284,-264,-166
-305,-231,-225
-325,-199,-245
-346,-166,-266
-366,-75,-287
-356,16,-308
-347,106,-403
-151,197,-498
44,288,-405
354,216,-313
664,145,-220
667,73,-127
671,93,-173
674,112,-220
586,132,18
498,151,256
410,138,494
322,125,732
142,112,676
-39,140,620
-220,168,450
-405,195,281
-591,29,111
-594,-137,-59
-597,-303,-233
-601,-304,-407
-828,-306,-581
-1055,-308,-574
-835,-417,-566
-615,-526,-385
-396,-635,-203
-176,-487,-21
119,-339,161
413,-190,140
708,-93,119
999,5,98
1289,-72,221
1238,-148,345
1187,-225,469
948,-73,308
710,78,146
472,229,-15
234,168,-190
76,107,-366
-83,-88,-542
-7,-283,-510
70,-242,-478
146,-200,-445
151,-159,-413
156,-117,-381
161,-292,-238
-26,-466,-94
-213,-641,49
-400,-815,88
-332,-913,127
10,-1011,166
352,-786,205
366,-562,325
105,-337,444
-156,-103,315
-239,132,186
-322,366,-149
-298,466,-483
-273,566,-615
-249,372,-519
-225,178,-422
-373,-16,-326
-521,-210,-229
-669,-159,-226
-662,-107,-223
-654,-56,-220
-437,-5,-112
-219,-154,198
-1,-303,508
217,-300,664
435,-298,605
542,-124,291
649,50,-24
591,225,-139
532,493,-253
474,762,-367
415,835,-481
779,624,-596
1143,413,-635
1245,201,-674
887,-10,-786
528,135,-898
170,281,-645
-188,426,-391
-547,571,-368
-835,449,-345
-1123,327,-322
-1411,73,-216
-1511,-181,-111
-1611,-255,-5
-1494,-329,80
-1377,-403,164
-1449,-478,249
-1521,-552,176
-1594,-418,103
-1666,-285,29
-1738,-151,-75
-1514,-179,-179
-1289,-208,-283
-923,-236,-345
-557,-264,-407
-350,28,-469
-144,319,-522
62,610,-576
269,686,-342
322,762,-107
165,642,127
7,522,168
-150,317,208
-308,112,249
-426,-93,107
-544,-27,-34
-663,39,5
-781,178,44
-721,317,83
-660,457,122
-599,596,91
-539,493,60
-478,391,29
-417,171,-210
-356,-49,-449
-127,-42,-415
103,-34,-148
212,301,119
321,636,386
430,972,490
593,1050,595
757,1128,699
786,972,804
545,815,908
304,659,510
63,612,112
215,565,-78
366,518,-269
518,469,-459
455,420,-518
393,211,-576
331,2,-361
269,-206,-146
435,-415,150
601,-435,446
767,-454,742
646,-215,693
525,24,645
404,264,532
283,151,419
281,39,306
278,-73,193
115,-186,80
-49,-68,-33
-212,49,-146
-376,166,-259
-244,100,-313
-112,34,-366
20,-171,-272
142,-376,-177
264,-426,-83
386,-476,-173
452,-526,-264
519,-576,-195
585,-603,-126
651,-630,-57
718,-430,13
610,-229,82
503,-29,151
104,171,220
-295,129,136
-693,88,52
-938,-63,-32
-1182,-215,-116
-1245,-366,-200
-1074,-465,-190
-637,-565,-181
-200,-664,-63
39,-862,54
68,-1060,171
98,-1086,288
127,-1113,405
272,-954,647
417,-794,889
562,-635,938
571,-454,771
483,-356,430
371,-347,49
259,-337,-68
261,-327,107
264,-190,283
266,-54,342
269,83,126
239,220,-90
210,226,-306
318,231,-521
426,237,-737
535,243,-779
643,249,-820
751,435,-862
859,620,-903
750,806,-791
641,862,-456
532,918,-120
423,752,215
314,586,303
205,420,391
15,254,479
-176,391,533
-366,527,588
-557,664,643
-657,493,698
-757,322,505
-709,151,311
-661,-24,117
-613,-200,-7
-565,-376,-130
-518,-430,-254
-470,-483,-313
-422,-320,-371
-374,-156,-260
-326,183,-150
-278,522,-39
-134,664,7
11,503,54
156,342,100
300,181,146
445,20,226
590,-142,306
734,-144,386
879,-147,366
938,-150,347
996,-153,327
1055,-156,203
1006,-158,80
957,-161,-44
908,21,-129
610,203,-215
313,386,-225
15,347,-234
-234,42,-244
-483,-262,-254
-566,-566,-288
-649,-565,-322
-1128,-563,-246
-1606,-562,-170
-1758,-488,-94
-1432,-415,-18
-1107,-342,58
-781,-269,134
-688,-260,210
-596,-251,233
-306,-243,256
-16,-234,278
273,-52,311
427,130,343
581,313,376
564,244,326
547,176,275
767,-86,225
986,-348,212
1206,-610,200
1283,-676,1
1359,-742,-198
1436,-601,-397
1512,-459,-596
1589,-190,-693
1665,78,-498
1531,347,-303
1396,615,0
1128,610,303
859,605,605
591,371,747
322,137,552
391,-161,356
723,-459,161
1055,-408,105
1069,-356,49
693,-161,-173
161,34,-394
-371,15,-615
-672,-5,-654
-973,-122,-693
-1274,-239,-732
-1580,-356,-513
-1885,-474,-293
-1912,-591,-39
-1938,-597,215
-1745,-603,469
-1551,-608,452
-1357,-614,435
-1248,-620,317
-1138,-544,200
-736,-467,356
-334,-391,513
68,-316,452
186,-241,391
303,-166,160
261,-48,-71
220,70,-302
459,188,-532
698,306,-636
938,423,-739
925,541,-843
913,659,-946
720,762,-1050
527,864,-831
334,827,-612
142,789,-394
-80,752,-175
-301,667,44
-522,583,116
-686,498,188
-850,296,260
-735,94,332
-620,-107,295
-326,-154,259
-31,-200,222
264,-26,186
394,148,208
524,322,231
654,132,254
518,-59,327
54,-513,400
-647,-967,474
-1348,-1421,579
-1836,-1689,684
-1938,-1699,619
-1740,-1338,554
-1541,-630,490
-1342,78,425
-1143,449,253
-522,366,81
400,283,-92
1323,51,-264
2046,-181,-264
2373,-265,-264
2275,-350,-264
1934,-435,-264
1592,-364,-264
1448,-293,-264
1304,-96,-264
972,100,-264
398,297,-339
-176,493,-415
-576,527,-605
-654,562,-796
-732,451,-684
-674,340,-571
-615,229,-313
-807,310,-54
-999,391,10
-1191,723,73
-1733,1055,137
-2002,1035,366
-1755,759,596
-1509,483,596
-1548,105,596
-1587,-273,596
-1514,-454,541
-1064,-391,486
-615,-39,431
-166,313,376
112,664,339
122,718,303
-76,771,147
-273,557,-8
-264,101,-163
-15,-355,-318
234,-811,-474
483,-991,-432
732,-872,-391
907,-752,-280
1082,-368,-169
1257,16,-59
1432,400,-48
1606,645,-37
1521,640,-26
1436,315,-15
1189,-10,-4
942,-435,7
437,-859,18
-68,-1118,29
-244,-1113,24
61,-757,20
366,7,112
493,771,205
429,1406,-28
364,1641,-260
300,1543,-493
235,1204,-505
171,866,-518
247,527,-374
322,-34,-230
133,-596,-86
-56,-1055,57
-245,-1182,201
-435,-986,345
-508,-518,488
-581,-49,540
-529,254,591
-477,205,706
-425,-68,820
-474,-342,476
-522,-364,132
-306,-386,96
-90,-272,61
127,-159,26
293,-45,-10
459,68,-265
625,265,-521
632,462,-776
638,659,-759
645,737,-742
540,520,-513
436,303,-283
332,-49,-54
-61,-400,176
-454,-752,227
-847,-801,278
-1240,-850,42
-1357,-782,-195
-1167,-715,-293
-757,-647,46
-347,-580,386
63,-513,483
383,-122,271
703,269,59
776,659,-38
506,1050,-135
236,1143,-231
-34,918,-328
-50,457,-425
-66,-5,-437
-82,-300,-449
-98,-596,-288
-308,-596,-127
-518,-596,-58
-537,-354,11
-557,-112,80
-576,129,149
-596,371,218
-615,261,287
-635,151,356
-654,-68,139
-508,-288,-78
-361,-374,-61
-73,-459,-44
215,-342,-195
503,-225,-347
791,-107,-498
1079,-44,-472
981,20,-445
644,83,-419
306,26,-393
-32,-30,-366
-369,-87,-225
-707,-144,-83
-1045,-200,59
-1025,-413,26
-729,-625,-7
-433,-684,-39
-137,-425,-103
324,-166,-166
785,193,31
1245,552,228
1421,623,425
1297,693,615
1173,492,806
1048,290,757
924,88,708
800,129,426
676,171,145
552,364,-137
592,557,-393
633,469,-649
674,381,-703
728,129,-757
781,-124,-605
653,-376,-454
525,-439,-303
397,-165,-205
269,110,-107
501,385,144
734,659,396
967,627,435
1008,596,474
1050,265,308
854,-65,142
423,-396,234
-8,-720,327
-439,-1045,420
-681,-1172,179
-923,-1045,-62
-1056,-588,-303
-1190,-132,-399
-1323,186,-496
-1353,190,-592
-1074,-100,-688
-796,-391,-521
-518,-513,-353
-446,-351,-186
-374,-188,-90
-302,-26,5
-229,136,242
-267,298,479
-305,110,605
-343,-78,442
-381,-20,278
-262,39,-149
-143,278,-576
-24,518,-830
90,540,-817
205,562,-805
271,437,-792
337,313,-779
640,188,-767
942,63,-608
1245,131,-449
1310,198,-163
1375,265,123
1440,332,409
1372,86,695
1304,-160,981
1086,-405,879
869,-459,508
652,-184,137
435,90,-83
249,365,-303
63,640,-522
-122,566,-658
-308,226,-793
-791,-114,-928
-1274,-454,-740
-1880,-713,-552
-2266,-972,-259
-1992,-1230,34
-1089,-1187,194
54,-1143,353
986,-806,513
1563,-469,534
1802,-132,555
1631,205,576
1006,542,664
249,520,752
-508,498,840
-891,194,674
-1274,-111,508
-1357,-415,164
-1079,-835,-181
-367,-1255,-525
344,-1528,-869
1056,-1558,-1152
1768,-1323,-1436
2046,-820,-1611
1963,-8,-1514
1602,804,-1035
1240,1616,-322
780,2085,391
319,1904,786
-142,1074,781
-420,-83,530
-698,-1240,279
-630,-1919,28
-374,-2026,-223
-117,-1704,-474
29,-1382,-508
-151,-930,-542
-496,-479,-576
-840,-350,-703
-708,-221,-830
-576,-93,-645
-291,-145,-459
-7,-197,-139
278,-249,182
361,-39,502
195,361,822
-270,762,1143
-736,869,1108
-1201,575,1074
-1646,280,732
-1826,-15,391
-1631,-29,49
-1436,-44,-256
-1152,149,-562
-869,342,-659
-586,713,-757
-303,1084,-620
-20,1455,-483
17,1675,-347
54,1631,-210
-186,1250,-73
-425,586,63
-796,-78,200
-1167,-571,166
-1321,-723,132
-1475,-608,98
-1360,-493,63
-1245,-378,29
-925,-264,-160
-605,-334,-348
52,-404,-537
710,-474,-525
1367,-517,-513
1699,-560,-383
1697,-603,-253
1694,-646,-123
1572,-688,7
1450,-422,137
1328,-156,615
1206,-88,1094
1084,-20,1372
869,49,1289
365,117,1206
-140,186,1123
-645,446,952
-811,706,781
-977,967,610
-850,847,439
-723,728,269
-430,544,-17
-342,361,-303
-549,459,-186
-757,557,-68
-335,654,49
86,752,88
508,599,127
669,447,299
597,294,472
526,142,645
454,140,563
447,138,482
439,137,400
88,317,231
-264,498,63
-637,803,-106
-1011,1108,-275
-1018,1211,-444
-1025,1040,-332
-828,537,-220
-632,-203,-107
-435,-942,44
-400,-1440,195
-366,-1582,171
-332,-1357,146
-298,-1133,122
-116,-719,288
65,-306,454
247,107,365
429,332,275
610,198,186
850,63,256
1089,-71,327
1060,-205,232
1030,-347,138
1001,-283,43
972,61,-52
839,405,-146
706,793,-127
573,1182,-107
439,1240,92
410,874,291
381,508,490
352,32,689
322,-444,889
293,-625,847
60,-361,806
-173,-98,607
-405,166,409
-371,376,211
-337,586,13
-154,469,-186
29,-44,-203
212,-557,-221
396,-1069,-239
592,-1299,-133
789,-1206,-28
986,-728,78
1017,-249,151
1048,229,225
1079,708,298
1036,889,230
994,818,163
951,748,96
908,678,28
641,607,-39
373,537,-238
105,605,-436
-162,674,-635
-430,793,-645
-594,913,-654
-758,714,-576
-923,515,-498
-903,315,-554
-884,116,-610
-741,-83,-436
-597,-211,-261
-454,-339,-86
-311,-468,89
-168,-596,264
-24,-690,525
-8,-784,786
8,-878,850
24,-972,654
-99,-862,459
-222,-752,264
-345,-347,68
-468,59,-127
-591,261,-322
-482,464,-495
-373,542,-667
-264,620,-840
-270,793,-806
-276,967,-485
-282,923,-164
-288,571,156
-264,220,268
-239,-186,379
-420,-591,491
-601,-571,602
-829,-264,714
-1057,44,825
-1285,151,626
-1514,259,427
-1680,366,228
-1846,452,29
-1799,538,-88
-1753,624,-205
-1453,710,-322
-1152,796,-192
-754,624,-61
-356,452,70
-218,281,200
-80,109,142
59,-63,83
413,-234,242
768,-295,400
1123,-356,610
1455,-105,820
1787,146,659
2119,464,498
2307,781,264
2495,732,29
2473,684,-44
2451,505,-117
2184,326,-436
1917,146,-755
1650,85,-1074
1556,23,-1118
1462,-39,-942
1367,-101,-767
1038,-163,-591
710,-225,-415
381,6,-90
52,237,234
-277,468,317
-605,698,400
-830,537,483
-1055,376,566
-1079,129,308
-845,-117,49
-1416,-44,93
-2412,29,137
-2603,-139,181
-2214,-308,225
-1826,-713,437
-1618,-1118,649
-1410,-1523,513
-1201,-1709,376
-806,-1538,239
-117,-1118,103
750,-698,-34
1616,-430,-171
2104,-391,-178
2131,-352,-186
2158,-243,-467
2000,-133,-749
1841,-24,-1030
1555,-29,-1204
1270,-34,-1377
1301,-39,-1299
1333,-44,-898
1050,8,-498
588,59,-352
127,111,-205
-220,163,-59
-566,214,88
-1082,266,225
-1597,317,361
-1880,173,317
-1665,29,273
-1060,-235,229
-454,-500,220
-1040,-765,210
-2144,-1029,-12
-2563,-1294,-234
-2463,-1140,-166
-2363,-986,151
-2368,-684,469
-2373,-381,635
-1694,-227,547
-1016,-73,459
-337,-142,371
516,-466,283
1369,-791,-70
2222,-806,-423
2871,-483,-776
3188,181,-947
3066,1133,-1118
2517,2085,-964
1968,2822,-809
1616,3135,-654
1943,2961,-613
2729,2788,-571
3105,2417,-227
2627,2046,117
1680,1458,215
732,871,85
441,283,-44
149,-361,13
-143,-791,70
-435,-708,127
-1004,-625,46
-1574,-542,-34
-2144,-625,107
-2305,-708,249
-2007,-559,391
-1277,-410,601
-547,-59,811
-24,49,1021
5,-161,1106
-518,-371,1191
-1040,-657,1136
-591,-942,1081
259,-783,1025
1108,-623,750
1211,-464,475
938,-513,199
664,-562,-76
913,-483,-352
1343,-21,-628
1772,442,-905
1924,905,-1182
1769,1367,-1653
1615,1357,-2124
1460,894,-2246
1125,430,-2122
791,127,-1997
176,98,-1602
-439,68,-894
-1055,-194,-186
-1670,-456,522
-1797,-718,913
-1924,-1159,967
-2051,-1600,791
-2178,-2041,615
-2009,-2256,583
-1841,-2009,550
-2295,-1763,518
-2749,-1807,260
-2622,-1851,2
-2052,-1577,-255
-1483,-1030,-513
-913,-137,-415
-343,757,49
226,903,513
796,310,718
1001,-283,610
1206,-601,242
1282,-918,-127
1357,-1050,-259
1162,-903,132
571,-459,522
-20,-15,913
-313,193,969
-605,400,1025
-642,249,774
-679,98,522
-374,-133,203
-70,-365,-117
234,-596,-203
539,-608,-288
843,-620,-266
1147,-469,-243
1360,-317,-221
1572,-166,-198
1785,183,-176
1997,532,-46
1974,1071,83
1951,1609,98
1927,2147,112
1904,2686,127
2062,2993,142
2220,3071,156
2378,2847,164
2280,2280,171
1812,1274,-15
1042,269,-200
273,-889,-186
-270,-1743,-171
-814,-2046,-156
-1357,-1821,-303
-1665,-1201,-449
-1626,-376,-405
-1587,49,-360
-1904,-298,-316
-2222,-908,-271
-2336,-1067,-227
-2451,-1226,-182
-2139,-1082,-138
-1826,-938,-93
-1514,-669,-49
-1201,-86,-29
-1084,496,-10
-967,1079,248
-784,1421,505
-601,1470,763
-814,1519,1021
-1027,1302,845
-1240,1086,669
-1533,869,493
-1826,905,317
-1982,940,449
-1919,975,581
-1567,1011,713
-1216,718,571
-864,425,430
-513,-66,88
-142,-557,-254
444,-779,-415
1345,-1001,-576
2246,-959,-494
3013,-918,-413
3345,-679,-331
3252,-439,-249
2717,-200,-322
2183,-137,-396
1194,-73,-469
205,-283,-674
-181,-847,-879
232,-1411,-808
645,-1450,-737
410,-967,-557
-554,-249,-376
-1519,200,-195
-2280,249,-116
-2715,298,-36
-3149,347,44
-3120,259,320
-3091,171,596
-2666,-171,662
-3164,-107,728
-4248,-44,452
-3364,-115,176
-1440,-186,112
483,-132,49
1563,286,-15
1558,703,15
1304,1011,44
1396,969,73
2056,928,125
3003,886,176
3560,845,430
3130,356,410
1948,-132,71
767,-449,-269
161,-501,-298
142,-553,-143
414,-605,11
686,-420,166
958,-234,176
1230,-49,186
1396,137,148
1563,322,111
2009,508,73
2456,693,36
2505,625,-2
2104,282,-39
1363,-62,37
622,-405,113
-119,-537,189
-860,-313,266
-1602,-88,342
-1777,-161,195
-1360,-396,49
-942,-630,10
-532,-459,-20
-630,63,-88
-1475,586,-156
-2036,758,-225
-1934,930,-293
-1667,1102,-361
-1401,1273,-291
-1418,1445,-220
-1436,1574,-150
-1018,1702,-80
-601,1831,-9
-2,1538,61
596,1016,132
1025,493,104
1201,-156,76
1041,-806,49
881,-1221,183
721,-1287,317
562,-1353,527
415,-1206,737
269,-1060,947
-63,-913,964
-396,-964,981
-552,-1014,703
-708,-1064,425
-674,-1007,288
-640,-951,151
-605,-894,-91
-571,-1068,-334
-286,-1242,-576
0,-1416,-764
86,-1494,-952
172,-1572,-651
258,-1650,-350
344,-1729,-49
430,-1455,-68
343,-825,-88
257,173,-107
171,1172,49
206,1821,205
242,1934,435
278,1563,664
313,925,708
349,288,752
384,-117,520
420,-522,288
757,-713,182
1360,-903,76
1963,-825,-29
2407,-508,-98
2573,-190,-166
2739,127,-133
2905,444,-100
2998,439,-67
3091,435,-34
2969,272,140
2417,109,314
1450,-54,488
483,-311,446
-259,-568,404
-591,-825,361
-482,-1062,319
-373,-1299,277
-264,-1292,234
-391,-1284,135
-852,-1130,37
-1313,-975,-62
-1228,-820,-161
-1143,-916,-164
-1252,-1011,-166
-1362,-1284,-283
-1366,-1558,-400
-1369,-1831,-518
-1372,-1929,-635
-1514,-1689,-539
-1426,-1037,-443
-957,-384,-347
-488,269,-417
-20,908,-488
321,1548,-662
661,1963,-835
1001,2378,-864
1401,2515,-628
1802,2651,-392
1836,2533,-156
1487,2415,-137
1138,2297,-117
789,2179,-98
439,2061,39
-5,1816,176
-449,1354,203
-649,891,229
-850,428,256
-776,-34,283
-703,-366,310
-549,-698,337
-396,-815,420
-581,-684,503
-767,-199,379
-1099,286,256
-1431,771,132
-1763,986,-29
-2095,776,-190
-2593,-24,-474
-2607,-1064,-757
-2053,-1689,-723
-1499,-1704,-688
-1230,-1279,-654
-1245,-854,-432
-1260,-627,-210
-1274,-400,12
-1260,-173,234
-1245,54,387
-979,122,540
-713,190,693
-552,259,630
-391,327,566
-17,364,503
356,400,535
730,159,566
1104,-83,383
1279,-576,200
1187,-1069,-132
754,-1211,-464
321,-776,-505
-112,-342,-547
-215,93,-467
-95,459,-387
24,825,-307
-171,845,-227
-586,510,-146
-1001,176,-237
-1191,-295,-327
-1018,-767,-293
-845,-1064,-259
-671,-1084,-225
-498,-786,-171
-436,-283,-117
-374,220,-63
-311,723,-10
-249,996,-163
-203,920,-316
-158,845,-469
-112,700,-471
88,555,-474
288,410,-332
488,278,-190
691,146,-49
894,-128,93
834,-403,-22
774,-677,-137
714,-952,-44
654,-942,49
459,-933,285
59,-657,521
-342,-381,757
-531,-388,818
-719,-395,879
-908,-401,659
-1248,-408,439
-1587,-415,0
-1709,-313,-439
-1500,-210,-688
-1291,-107,-656
-1082,-129,-623
-872,-150,-591
-663,-171,-558
-454,-255,-526
-200,-339,-493
54,-424,-269
146,-508,-44
239,-396,-34
332,-283,-24
425,-171,-130
518,46,-236
610,264,-342
703,672,-270
696,1081,-199
688,1489,-127
681,1753,-262
674,1782,-396
481,1558,-531
289,1068,-666
97,579,-801
-96,89,-652
-288,-400,-503
-428,-435,-266
-568,-88,-29
-708,259,7
-752,605,44
-796,732,-5
-736,576,-54
-675,420,46
-615,114,145
-627,-192,244
-638,-498,432
-649,-892,620
-780,-1286,808
-910,-1680,996
-1040,-1943,843
-884,-1943,689
-405,-1536,536
73,-1128,383
552,-667,229
906,-205,-158
1260,-103,-545
1443,0,-933
1626,-124,-1057
1667,-247,-1182
1708,-371,-1145
1749,-363,-1108
1790,-355,-945
1831,-347,-781
1464,-1,-421
1096,344,-61
729,690,299
361,1035,659
400,1011,441
439,771,222
520,281,4
601,-210,-215
500,-701,-72
400,-1191,72
159,-1392,215
-83,-1362,29
24,-1055,-156
132,-747,-342
3,-439,-303
-125,-132,-264
-254,-371,-33
-226,-981,199
-199,-1592,430
-171,-2007,474
-371,-2117,518
-571,-2227,389
-903,-2002,260
-1235,-1377,132
-1411,-752,176
-1287,-127,220
-1162,273,132
-835,359,-266
-508,444,-664
-181,440,-903
103,437,-840
386,433,-776
669,429,-549
780,425,-321
892,732,-93
1003,1040,11
1114,1455,116
1226,1870,220
1520,2109,465
1815,2061,711
2109,1689,957
2180,967,955
2251,244,952
2066,-479,950
1882,-889,947
1697,-894,750
1512,-474,553
1327,-54,356
1143,366,139
1038,522,-79
933,330,-297
623,137,-515
313,-310,-732
273,-757,-737
486,-1045,-742
698,-959,-591
515,-872,-439
332,-786,-435
347,-581,-430
361,-376,-425
376,0,-285
37,376,-145
-303,498,-5
-354,270,-78
-405,42,-151
-374,-186,-225
-342,-498,-197
-524,-811,-168
-706,-884,-140
-889,-788,-112
-868,-692,124
-847,-596,360
-826,-628,596
-806,-661,604
-623,-693,613
-439,-869,621
-256,-1045,630
-73,-1055,610
-61,-1064,591
-49,-892,571
-37,-719,552
-24,-546,314
-213,-373,76
-401,-200,-162
-590,-239,-400
-778,-278,-322
-967,-446,-244
-907,-613,-166
-846,-780,-10
-786,-947,-146
-664,-869,-283
-542,-497,-532
-216,-125,-547
109,248,-402
435,620,-257
820,703,-112
1206,786,-51
1286,744,10
1366,701,-61
1447,659,-132
1527,813,-203
1607,967,-273
1687,1477,-192
1768,1987,-110
1519,2354,-28
977,2456,54
435,2266,-130
-107,1756,-314
-381,1247,-498
-654,737,-361
-751,459,-225
-847,542,-88
-944,891,66
-1040,1240,220
-1099,1387,374
-1157,1245,527
-1216,666,525
-1274,86,522
-1445,-493,393
-1616,-762,264
-1555,-562,306
-1494,-361,348
-1094,-278,391
-693,-452,171
-227,-625,-49
239,-520,-457
549,-415,-864
859,-310,-986
938,-205,-754
1016,-161,-521
832,-117,-288
648,-200,107
464,-283,503
206,-151,742
-51,-20,669
-309,112,596
-566,244,359
-615,57,122
-664,-129,51
-591,-316,-20
-518,-503,-90
-444,-459,-161
-371,-415,-232
-188,-251,-303
-5,-88,-492
-51,-181,-680
-98,-273,-869
-335,-471,-801
-573,-669,-732
-811,-685,-532
-1123,-701,-332
-1119,-717,-132
-1116,-732,-15
-1112,-781,103
-1108,-830,-26
-1406,-601,-155
-1704,-371,-283
-1787,-142,-493
-1558,-115,-703
-1330,-88,-721
-1101,-244,-739
-872,-400,-757
-644,-557,-775
-415,-493,-793
-385,-430,-811
-354,-366,-666
-323,-303,-521
-293,-363,-376
-182,-423,-288
-72,-483,-200
39,-592,-112
-51,-701,45
-142,-811,202
-315,-806,359
-488,-596,517
-469,-156,674
-449,283,645
-287,723,615
-125,933,314
38,867,13
200,801,-288
342,624,-579
483,448,-869
747,271,-859
1011,95,-850
1045,-82,-617
1079,-258,-385
1113,-435,-152
1104,-479,80
1094,-522,313
910,-395,457
727,-267,601
544,-139,459
360,-11,317
177,117,75
-7,245,-168
-190,373,-410
-373,501,-490
-557,629,-569
-565,757,-648
-574,724,-728
-582,692,-784
-591,659,-840
-596,605,-618
-601,552,-397
-605,735,-176
-610,918,129
-496,1101,435
-381,1284,563
-266,1235,692
-151,903,821
-83,369,950
-15,-166,1079
-225,-571,1135
-435,-671,1191
-645,-771,938
-850,-732,684
-1055,-693,320
-1260,-781,-44
-1323,-869,-408
-1387,-957,-771
-1450,-1045,-818
-1482,-946,-864
-1514,-846,-752
-1364,-747,-640
-1214,-508,-527
-1064,-269,-415
-825,-29,-303
-586,193,-40
-162,415,222
261,469,485
685,522,747
1108,576,806
1174,807,632
1239,1038,459
1304,1268,398
1389,1499,337
1475,1528,101
1693,1558,-135
1911,1156,-371
2129,754,-488
2046,353,-605
1700,-49,-535
1354,-164,-464
1009,-278,-220
663,-276,24
317,-273,269
98,-413,358
-122,-552,448
-342,-691,537
-352,-830,477
28,-737,417
407,-645,356
786,-697,173
739,-750,-11
692,-803,-195
645,-855,-427
735,-908,-659
825,-819,-706
746,-731,-752
667,-642,-654
587,-553,-557
508,-464,-459
607,-376,-381
706,-287,-303
804,-198,-135
903,-109,33
941,-20,200
978,68,220
1016,-49,239
1116,-166,259
1216,-283,236
1250,-400,212
1284,-354,189
1406,-308,166
1528,-200,195
1198,-93,225
868,15,254
537,24,151
407,34,49
277,-143,55
146,-320,61
-27,-497,67
-200,-674,73
-374,-371,79
-547,-68,85
-615,234,91
-684,537,97
-752,635,103
-820,417,86
-544,200,70
-269,103,54
7,286,27
283,470,0
471,654,-173
659,771,-347
643,889,-341
627,1006,-334
612,1123,-328
596,1240,-322
472,1253,-321
348,1266,-319
225,1279,-317
-96,1210,-181
-416,1141,-44
-736,1071,93
-1057,1002,229
-1377,933,228
-1377,598,226
-1377,264,225
-1377,144,-232
-1279,24,-688
-1182,63,-786
-931,103,-645
-680,142,-503
-430,181,-361
-354,-18,-168
-278,-216,24
-452,-415,-24
-627,-451,-73
-801,-487,103
-896,-522,278
-991,-627,454
-757,-732,630
-522,-659,537
-174,-586,444
174,-432,273
522,-278,103
740,-325,26
957,-371,-50
950,-679,-127
942,-986,-186
610,-1084,-244
278,-1182,-166
-54,-986,-88
-215,-791,-10
-376,-596,-35
-376,-361,-60
-376,-127,-85
-376,107,-111
-336,342,-136
-296,576,-161
-256,500,-21
-216,423,119
-176,347,259
-426,247,266
-677,148,273
-928,49,105
-938,38,-63
-947,27,-46
-957,16,-28
-815,5,-10
-674,-6,10
-397,-17,29
-120,-28,49
156,-39,68
568,-198,37
980,-356,7
1392,-515,-24
1558,-674,-81
1431,-515,-137
1304,-356,-256
1117,-27,-376
930,303,-427
743,632,-479
557,962,-605
437,1089,-732
317,1216,-553
311,1150,-374
304,1083,-195
298,1017,-222
228,951,-249
159,884,-276
89,818,-303
20,752,-151
-276,581,0
-571,410,151
-666,239,148
-760,232,144
-854,225,140
-760,217,137
-666,210,124
-571,149,111
-322,88,98
-73,27,104
176,-34,109
275,-2,115
374,29,121
474,-105,127
359,-239,72
244,-446,17
10,-653,-38
-225,-859,-93
-459,-811,-140
-535,-457,-187
-610,-104,-234
-508,249,-360
-405,415,-485
-146,581,-610
112,562,-596
371,542,-581
476,414,-566
581,286,-458
354,157,-349
127,29,-240
-210,127,-132
-547,225,28
-884,393,187
-1125,562,347
-1366,522,405
-1606,483,464
-1630,228,522
-1653,-28,581
-1676,-283,599
-1699,-244,617
-1577,-2,635
-1455,239,601
-1071,237,566
-686,234,303
-302,83,39
83,-68,-225
405,-220,-488
728,-371,-514
